arm,seed,valve,horizon,seconds,response,day_ci_low,day_ci_high,n_windows,unsupported,dose_min,dose_max
fusion_gru_norew,1,1,13,130,-0.0586372571113782,-0.06818432734562802,-0.04903534131172376,64,0,0.04999999701976776,0.050000011920928955
fusion_gru_norew,1,1,14,140,-0.06485235752203526,-0.07542617602226062,-0.054277091393103966,64,0,0.04999999701976776,0.050000011920928955
fusion_gru_norew,1,1,15,150,-0.07110650478265225,-0.08272765330779248,-0.059317061595427684,64,0,0.04999999701976776,0.050000011920928955
fusion_gru_norew,1,1,16,160,-0.07742509108323317,-0.08993805714142628,-0.06455502241085737,64,0,0.04999999701976776,0.050000011920928955
fusion_gru_norew,1,1,17,170,-0.08372669709034454,-0.09731763399564303,-0.06992508717072315,64,0,0.04999999701976776,0.050000011920928955
fusion_gru_norew,1,1,18,180,-0.09011531732021234,-0.10482500320825823,-0.07525399428147536,64,0,0.04999999701976776,0.050000011920928955
fusion_gru_norew,1,2,1,10,-0.00022641695462740383,-0.00025909130389873796,-0.0001941142938075922,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,1,2,2,20,-0.00797279553535657,-0.00905227563320062,-0.0066411258012820515,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,1,2,3,30,-0.017464388333834135,-0.019820901919633916,-0.01454841026893029,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,1,2,4,40,-0.026471182016225954,-0.030069679847130413,-0.02206423050318009,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,1,2,5,50,-0.03439264542017227,-0.03913065201196915,-0.028787857446915064,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,1,2,6,60,-0.04108710655799279,-0.046829206026517425,-0.03445079803466796,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,1,2,7,70,-0.04663649338942307,-0.05322320008889223,-0.039161433684520235,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,1,2,8,80,-0.05123439691005609,-0.05851257519844251,-0.043070195515950524,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,1,2,9,90,-0.05500327868339342,-0.06290670541616586,-0.046240974817520535,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,1,2,10,100,-0.058087862454927884,-0.066466307028746,-0.04877933991261019,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,1,2,11,110,-0.06062191694210738,-0.06963291266025641,-0.05065905839968952,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,1,2,12,120,-0.06271953093699921,-0.07222531636555989,-0.05216645167424129,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,1,2,13,130,-0.06448614658453526,-0.07442264067821014,-0.05358646686260517,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,1,2,14,140,-0.06597450451973158,-0.0764856172219301,-0.0547333741799379,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,1,2,15,150,-0.06722083458533654,-0.07817537356645633,-0.05536383995643029,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,1,2,16,160,-0.06835319323417469,-0.07977366716433794,-0.056059879400791275,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,1,2,17,170,-0.06930185953776043,-0.0811217283591246,-0.05660702436398239,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,1,2,18,180,-0.07024716108273237,-0.08252305250901441,-0.057074230878781065,64,0,0.04999998211860657,0.050000011920928955
fusion_gru_norew,2,1,1,10,-4.6950120192307695e-07,-1.408503605769231e-06,0.0,64,0,0.04999999701976776,0.050000011920928955
fusion_gru_norew,2,1,2,20,-0.005612299992487982,-0.006527996552296174,-0.004650982587765425,64,0,0.04999999701976776,0.050000011920928955
